time,pitch,filename,LWrist_x,LWrist_y,LWrist_z,RWrist_x,RWrist_y,RWrist_z,RWrist_vel_x,RWrist_vel_y,RWrist_vel_z,LWrist_vel_x,LWrist_vel_y,LWrist_vel_z,RWrist_vel_3d,LWrist_vel_3d,RWrist_accl_x,RWrist_accl_y,RWrist_accl_z,LWrist_accl_x,LWrist_accl_y,LWrist_accl_z,RWrist_accl_3d,LWrist_accl_3d,LElbow_x,LElbow_y,LElbow_z,RElbow_x,RElbow_y,RElbow_z,RElbow_vel_x,RElbow_vel_y,RElbow_vel_z,LElbow_vel_x,LElbow_vel_y,LElbow_vel_z,RElbow_vel_3d,LElbow_vel_3d,RElbow_accl_x,RElbow_accl_y,RElbow_accl_z,LElbow_accl_x,LElbow_accl_y,LElbow_accl_z,RElbow_accl_3d,LElbow_accl_3d
66.7,380.0,CC_Pakad_Bag.csv,0.932871977274119,-1.0602327686614548,-0.8919747843188868,1.109277572961076,0.7990462417166992,-0.8248001479760538,2.3787272904239667,0.8096727576497678,-0.3012297470702383,6.339249830279975,0.2178487464008706,0.1469777799449705,2.639977930053224,6.344694551734596,-4.851950194386847,-1.378561092390597,6.708105475712947,-20.75388060989194,11.4282959840894,3.1992474064891074,8.392885704425726,23.90741921323859,4.210440165765244,-2.095413351600575,-0.1208226557003064,1.0086701835062477,1.068294033318924,-0.8472353364265935,-0.5007015578976233,0.92716227387367,0.9946380356018758,6.855815450111296,-3.611481745038049,3.072651436362024,1.4490123374359722,8.33583785411553,-0.0835272701237991,-24.61675163650642,-2.692640522391839,-52.37324344852341,36.83304437279609,-4.542237938144178,24.76371843890013,64.18926477670064
66.71,410.5,CC_Pakad_Bag.csv,0.8796028119657089,-1.0439208938256443,-0.8894770829719074,1.088668042244759,0.793917389885594,-0.8249526679571336,2.4079256503620505,0.8166174002504163,-0.3527630245374362,6.558656745938587,0.0896882784124116,0.1136727978920966,2.6705493619206893,6.5602548581065765,-4.890168209071715,-1.388362472450724,6.788921221416815,-20.291299307412118,11.288559032917853,3.306690207076053,8.481199609638292,23.45426598186836,4.170554893820246,-2.063736926565449,-0.1393413382599532,1.0179337253351928,1.0940676511723175,-0.8526670175750946,-0.5994685069649922,1.3060140083577738,1.0293104219333613,7.351028493153144,-3.997307459607628,3.1378837864744127,1.7676297761607804,8.93657660914979,-0.9810036327236132,-24.39128635697232,-2.577617289010255,-50.87541465708001,36.16146210824121,-3.8670057981320656,24.546717278769584,62.537292011873866
66.72,441.0,CC_Pakad_Bag.csv,0.826164645613856,-1.029927437153347,-0.8904013836531012,1.0681922816910052,0.787053792102853,-0.8268465556430579,2.4367640171577496,0.8230515558388478,-0.4058781192295738,6.775957253472897,-0.0361853365077028,0.0790348666037549,2.7004900670900955,6.776514781922136,-4.930227485936876,-1.4005620964645893,6.85634323893049,-19.742846598745626,11.10059221889023,3.4007873920365226,8.56026634277045,22.90346031318243,4.125698725543883,-2.0288623093114104,-0.164728388812678,1.0331408138965998,1.1180381719186894,-0.8631363152857917,-0.6878822828316293,1.6913385426973346,1.0616327522372264,7.833761908610717,-4.376235360332744,3.1964205663617657,2.11207769782979,9.525563815695495,-1.9374431083879944,-24.00392444537632,-2.4481471770027845,-49.22063885207469,35.34947606177355,-3.161304155216917,24.20610458495628,60.68155066253711
66.73,472.0,CC_Pakad_Bag.csv,0.7731134509532918,-1.0202066209833087,-0.8948467280729281,1.0478316666105831,0.7792836023579915,-0.830226583791823,2.4653023301661774,0.8289563144644102,-0.4605385786637333,6.990070632616427,-0.1590464517159152,0.0431922602353513,2.7298448164142264,6.992013214669598,-4.9719747594898696,-1.4154989772363284,6.909867675070557,-19.10868507794959,10.865668187238116,3.480882904442223,8.629625811734043,22.255811294083397,4.073703768054816,-1.99229946420096,-0.19684643114049,1.0543210620197745,1.1375592331217586,-0.8784693748420316,-0.764095527469288,2.079401435754836,1.091381186778302,8.30212543870071,-4.746321606255765,3.247766334140722,2.4695880630120195,10.099546611165753,-2.9478348584982164,-23.453010362915997,-2.305245634171523,-47.41386512379754,34.39971775066518,-2.427731034742124,23.749685953079236,58.62856867841944
66.74,498.0,CC_Pakad_Bag.csv,0.7198082030452427,-1.0152413097324218,-0.9021741364140164,1.0274794397733311,0.7713283162781444,-0.834453880850169,2.4936251505780063,0.834320375289891,-0.5166804333141041,7.1999027002236335,-0.2781988028527565,0.0062853755048897,2.7586858046618707,7.205278132906565,-5.015235109561623,-1.4334530410517297,6.949014885372632,-18.38947539260608,10.585366838702823,3.5464024246671584,8.688853704730588,21.51278146783579,4.014034258223488,-1.95396618925526,-0.2337825410676584,1.0821015251523465,1.1473323784086953,-0.8975595416006535,-0.8263442780388457,2.466345348335184,1.1183672048456683,8.75422718433169,-5.105661367663274,3.291456998921546,2.8313335105523074,10.655419314691036,-4.006492444265952,-22.73840832408296,-2.1500171574845104,-45.46092928904933,33.31559928027518,-1.669132264600685,23.188569783325647,56.38626827290973
66.75,514.0,CC_Pakad_Bag.csv,0.6652870678681233,-1.0141364681114762,-0.9112066188982548,1.00698681350209,0.7634930940590583,-0.8387339806089545,2.521838547554028,0.8391448538587809,-0.5742105409126775,7.404354593976599,-0.3929851452137708,-0.0315348668353775,2.7871128128306464,7.414843135598175,-5.05980877854966,-1.45463802626134,6.973336853988543,-17.586384708198093,10.261565208809914,3.596856576675917,8.737566225335778,20.67650901077304,3.947514499796312,-1.9124296775917045,-0.2725732242211347,1.1166556000379748,1.1428863975943928,-0.9187474721714536,-0.8729693072307484,2.848208598808447,1.14243660805303,9.188183578607324,-5.452406320851619,3.327063545031005,3.1905374213622726,11.190210185448988,-5.107093701270844,-21.861533862023943,-1.9836446278329003,-43.3685417827836,32.10129203250505,-0.8885874072472394,22.537611117496684,53.9639968321615
66.76,518.0,CC_Pakad_Bag.csv,0.6091766798655031,-1.015121047452069,-0.9204714692012504,0.986243469309622,0.7556269884254238,-0.8423272954185439,2.5500666051650995,0.8434470833460246,-0.633006151828064,7.60232764984761,-0.5027935497785979,-0.0701090861736352,2.815252325385433,7.619258647224187,-5.105468427492495,-1.479194589949563,6.982424813822435,-16.70109169720794,9.896424579257364,3.63184378437333,8.775424820471201,19.74983474881672,3.875410417257533,-1.865770207280664,-0.3102134736312121,1.1571600427441284,1.1226329065263958,-0.9402440373275646,-0.902436405248218,3.220945262460045,1.1634675207963057,9.602133315821458,-5.784780038452434,3.354193121198517,3.5415443695129727,11.701079258016398,-6.242729631104878,-20.825365861659343,-1.807378014208398,-41.14426874798638,30.76169929773147,-0.0893934556080663,21.81591510354964,51.3725703627966
66.77,515.0,CC_Pakad_Bag.csv,0.5520859028515023,-1.016176837345419,-0.928461239269889,0.9652728076409004,0.7473455487314217,-0.8446765286401084,2.5784479096870894,0.8472628282206834,-0.6929158731787449,7.792725704292689,-0.6070598084623601,-0.1092714844557187,2.8432555676791957,7.8170989357119876,-5.151956921480285,-1.5071837179005874,6.975916921475198,-15.735787846979877,9.49237492101168,3.651052763113192,8.802140635982662,18.73633867876132,3.798509570619229,-1.8125628411163093,-0.3445703974475481,1.2020449797656438,1.0875951930345686,-0.9604768170225104,-0.9133621025771512,3.5804693547332933,1.1813681944531471,9.994253440999,-6.101091986895679,3.372488261095073,3.879384221944752,12.1853232352165,-7.4059617955340595,-19.634438563093383,-1.6225226093968623,-38.79650615006863,29.30242309649755,0.7249536138635233,21.047375784710137,48.62434006257278
66.78,505.0,CC_Pakad_Bag.csv,0.4952643458504485,-1.0155399497320736,-0.9339129615161754,0.9443020093228336,0.7383604763060795,-0.8454464751352038,2.6071319556436454,0.850647057560286,-0.7537617533973754,7.974457699889585,-0.70526678719397,-0.1488512525278591,2.871295503289448,8.006967812088812,-5.198985721008683,-1.5385805440190683,6.953505837730605,-14.693174912651402,9.052096787139224,3.654264625228081,8.817478440747093,17.64039385072505,3.716777759063087,-1.7524605092176408,-0.3749108682169862,1.2497565964023474,1.0395473991777535,-0.9783182575047932,-0.9045472065491444,3.922732948140886,1.1960755104251122,10.362774868014442,-6.399751181194174,3.3816263248486336,4.199599511613535,12.640384280046918,-8.588887529303662,-18.29481339311165,-1.4304269639778082,-36.334446803338494,27.72972549755344,1.5507793116843882,20.261177344347,45.73329877832834
66.79,482.0,CC_Pakad_Bag.csv,0.4397506827946372,-1.01196467296634,-0.9360860052032336,0.9237657325844582,0.7287096921086101,-0.8445133051940835,2.636275159293236,0.853673973346031,-0.8153417999786547,8.146443291693775,-0.7969424901732028,-0.1886727535216362,2.8995629362101067,8.187505911164118,-5.246233938546713,-1.5732686962800693,6.91494606287821,-13.5764583821748,8.578500795193214,3.641354572651863,8.8212597729105,16.46725117376387,3.629752477793181,-1.6861302933958455,-0.4019317511024508,1.299435254360053,0.979226232475964,-0.9932119843831678,-0.8750145152175647,4.243829046115448,1.207554941899708,10.705995223476796,-6.679280130468283,3.3813216035156626,4.4982134578297845,13.063860553939564,-9.78321213645794,-16.814030830601922,-1.2324706858361638,-33.76804026082729,26.050484797051467,2.3842529892747737,19.49209728250953,42.71525445944491
