Filename,Start,End,SDS,Query,Cost,Duration,Label
AK_Aalap2_Bag.csv,39.97,40.92,6,2,8.76,0.9500000000000028,Unlike
AK_Aalap2_Bag.csv,39.97,40.92,6,3,7.62,0.9500000000000028,Unlike
AK_Aalap2_Bag.csv,39.97,40.92,6,4,7.6,0.9500000000000028,Unlike
AK_Aalap2_Bag.csv,39.95,40.92,6,5,8.56,0.9699999999999989,Unlike
AK_Aalap2_Bag.csv,50.35,54.45,7,0,2.18,4.100000000000001,Unlike
AK_Aalap2_Bag.csv,50.31999999999999,51.22,7,1,4.55,0.9000000000000057,Unlike
AK_Aalap2_Bag.csv,50.31999999999999,51.34,7,2,3.09,1.0200000000000102,Unlike
AK_Aalap2_Bag.csv,57.78,58.56,7,3,15.2,0.7800000000000011,Unlike
AK_Aalap2_Bag.csv,57.72,58.56,7,4,15.74,0.8400000000000034,Unlike
AK_Aalap2_Bag.csv,50.34,51.46,7,5,3.32,1.1199999999999974,Unlike
AK_Aalap2_Bag.csv,64.74,65.74,8,0,1.52,1.0,Like
AK_Aalap2_Bag.csv,60.25,61.41,8,1,2.98,1.1599999999999966,Like
AK_Aalap2_Bag.csv,64.74,65.67999999999999,8,2,2.49,0.9399999999999977,Like
AK_Aalap2_Bag.csv,64.19,65.66,8,3,1.17,1.4699999999999989,Like
AK_Aalap2_Bag.csv,64.74,65.67,8,4,1.18,0.9300000000000068,Like
AK_Aalap2_Bag.csv,60.3,61.64,8,5,1.29,1.3400000000000034,Like
AK_Aalap2_Bag.csv,75.36,76.17,9,0,1.5,0.8100000000000023,Like
AK_Aalap2_Bag.csv,69.86,70.55,9,1,1.63,0.6899999999999977,Like
AK_Aalap2_Bag.csv,75.39,76.14999999999999,9,2,2.44,0.7599999999999909,Like
AK_Aalap2_Bag.csv,74.84,76.14999999999999,9,3,0.7,1.309999999999988,Like
AK_Aalap2_Bag.csv,75.35,76.14999999999999,9,4,1.27,0.7999999999999972,Like
AK_Aalap2_Bag.csv,75.41,76.14999999999999,9,5,2.12,0.7399999999999949,Like
AK_Aalap2_Bag.csv,93.39,94.2,10,0,12.09,0.8100000000000023,Unlike
AK_Aalap2_Bag.csv,86.89,87.53,10,1,3.21,0.6400000000000006,Unlike
AK_Aalap2_Bag.csv,86.89999999999999,87.42999999999999,10,2,1.74,0.5300000000000011,Unlike
AK_Aalap2_Bag.csv,93.39,94.09,10,4,14.68,0.7000000000000028,Unlike
AK_Aalap2_Bag.csv,93.39,94.08,10,5,12.71,0.6899999999999977,Unlike
AK_Aalap2_Bag.csv,98.64,99.24,11,0,18.16,0.5999999999999943,Unlike
AK_Aalap2_Bag.csv,98.64,99.24,11,1,18.55,0.5999999999999943,Unlike
AK_Aalap2_Bag.csv,98.64,99.24,11,2,16.95,0.5999999999999943,Unlike
AK_Aalap2_Bag.csv,98.64,99.24,11,3,15.82,0.5999999999999943,Unlike
AK_Aalap2_Bag.csv,98.64,99.24,11,4,15.74,0.5999999999999943,Unlike
AK_Aalap2_Bag.csv,98.58,99.24,11,5,16.52,0.6599999999999966,Unlike
AK_Aalap2_Bag.csv,107.08,107.73,13,1,2.36,0.6500000000000057,Like
AK_Aalap2_Bag.csv,121.32,121.91,14,1,2.3,0.5900000000000034,Like
AK_Aalap2_Bag.csv,121.32,121.9,14,2,2.08,0.5800000000000125,Like
AK_Aalap2_Bag.csv,121.29,121.82,14,5,2.62,0.5299999999999869,Like
